timestamp,portfolio_id,load_mwh
2027-01-01 00:00:00,Residential_SLP_Portfolio_A,14.19171129210819
2027-01-01 01:00:00,Residential_SLP_Portfolio_A,13.399075320359104
2027-01-01 02:00:00,Residential_SLP_Portfolio_A,13.79530247359428
2027-01-01 03:00:00,Residential_SLP_Portfolio_A,13.918779362907847
2027-01-01 04:00:00,Residential_SLP_Portfolio_A,13.329834909683843
2027-01-01 05:00:00,Residential_SLP_Portfolio_A,14.221117113115636
2027-01-01 06:00:00,Residential_SLP_Portfolio_A,15.458951028402744
2027-01-01 07:00:00,Residential_SLP_Portfolio_A,15.739328213443132
2027-01-01 08:00:00,Residential_SLP_Portfolio_A,15.927577969282176
2027-01-01 09:00:00,Residential_SLP_Portfolio_A,15.371928018577588
2027-01-01 10:00:00,Residential_SLP_Portfolio_A,15.734243297457292
2027-01-01 11:00:00,Residential_SLP_Portfolio_A,15.483352134629165
2027-01-01 12:00:00,Residential_SLP_Portfolio_A,15.202095900373148
2027-01-01 13:00:00,Residential_SLP_Portfolio_A,15.824990477169372
2027-01-01 14:00:00,Residential_SLP_Portfolio_A,16.02256980996822
2027-01-01 15:00:00,Residential_SLP_Portfolio_A,16.145815853689314
2027-01-01 16:00:00,Residential_SLP_Portfolio_A,17.467758548903355
2027-01-01 17:00:00,Residential_SLP_Portfolio_A,17.678244308990504
2027-01-01 18:00:00,Residential_SLP_Portfolio_A,19.124982614063395
2027-01-01 19:00:00,Residential_SLP_Portfolio_A,18.9142288560568
2027-01-01 20:00:00,Residential_SLP_Portfolio_A,18.627506365815826
2027-01-01 21:00:00,Residential_SLP_Portfolio_A,17.804057275360694
2027-01-01 22:00:00,Residential_SLP_Portfolio_A,17.836845907456475
2027-01-01 23:00:00,Residential_SLP_Portfolio_A,16.434568297423958
2027-01-02 00:00:00,Residential_SLP_Portfolio_A,13.955715163831279
2027-01-02 01:00:00,Residential_SLP_Portfolio_A,13.67278064835248
2027-01-02 02:00:00,Residential_SLP_Portfolio_A,13.78307462715213
2027-01-02 03:00:00,Residential_SLP_Portfolio_A,13.820876071689211
2027-01-02 04:00:00,Residential_SLP_Portfolio_A,14.311227978950946
2027-01-02 05:00:00,Residential_SLP_Portfolio_A,15.093209928269648
2027-01-02 06:00:00,Residential_SLP_Portfolio_A,16.595864622857416
2027-01-02 07:00:00,Residential_SLP_Portfolio_A,16.175061878438957
2027-01-02 08:00:00,Residential_SLP_Portfolio_A,16.342752893948692
2027-01-02 09:00:00,Residential_SLP_Portfolio_A,16.133980635772993
2027-01-02 10:00:00,Residential_SLP_Portfolio_A,16.540997633529585
2027-01-02 11:00:00,Residential_SLP_Portfolio_A,16.66022837359561
2027-01-02 12:00:00,Residential_SLP_Portfolio_A,16.251428706103326
2027-01-02 13:00:00,Residential_SLP_Portfolio_A,16.249541329456584
2027-01-02 14:00:00,Residential_SLP_Portfolio_A,16.75190527776245
2027-01-02 15:00:00,Residential_SLP_Portfolio_A,18.08358308848439
2027-01-02 16:00:00,Residential_SLP_Portfolio_A,18.931757138113934
2027-01-02 17:00:00,Residential_SLP_Portfolio_A,19.58511984280442
2027-01-02 18:00:00,Residential_SLP_Portfolio_A,19.4716857373333
2027-01-02 19:00:00,Residential_SLP_Portfolio_A,19.97202722088904
2027-01-02 20:00:00,Residential_SLP_Portfolio_A,19.49943774655816
2027-01-02 21:00:00,Residential_SLP_Portfolio_A,18.758208751153262
2027-01-02 22:00:00,Residential_SLP_Portfolio_A,18.078286170880393
2027-01-02 23:00:00,Residential_SLP_Portfolio_A,16.853188377262395
2027-01-03 00:00:00,Residential_SLP_Portfolio_A,14.346205242706443
2027-01-03 01:00:00,Residential_SLP_Portfolio_A,13.81752080973292
2027-01-03 02:00:00,Residential_SLP_Portfolio_A,13.700377562803927
2027-01-03 03:00:00,Residential_SLP_Portfolio_A,13.911899453081029
2027-01-03 04:00:00,Residential_SLP_Portfolio_A,13.64905054356443
2027-01-03 05:00:00,Residential_SLP_Portfolio_A,14.813044046514019
2027-01-03 06:00:00,Residential_SLP_Portfolio_A,15.567221059667553
2027-01-03 07:00:00,Residential_SLP_Portfolio_A,16.08009445653695
2027-01-03 08:00:00,Residential_SLP_Portfolio_A,16.440881397268587
2027-01-03 09:00:00,Residential_SLP_Portfolio_A,17.084537762597897
2027-01-03 10:00:00,Residential_SLP_Portfolio_A,15.93752518363912
2027-01-03 11:00:00,Residential_SLP_Portfolio_A,16.595135628548775
2027-01-03 12:00:00,Residential_SLP_Portfolio_A,15.612176950024395
2027-01-03 13:00:00,Residential_SLP_Portfolio_A,16.459205835787234
2027-01-03 14:00:00,Residential_SLP_Portfolio_A,17.174058083189568
2027-01-03 15:00:00,Residential_SLP_Portfolio_A,18.05494762665947
2027-01-03 16:00:00,Residential_SLP_Portfolio_A,18.916875200118596
2027-01-03 17:00:00,Residential_SLP_Portfolio_A,19.705980178634057
2027-01-03 18:00:00,Residential_SLP_Portfolio_A,19.628503095687698
2027-01-03 19:00:00,Residential_SLP_Portfolio_A,19.62725740498812
